gene_symbol,phase_adrg,phase_aort,phase_bfat,phase_bstm,phase_cere,phase_hart,phase_hypo,phase_kdny,phase_livr,phase_lung,phase_musc,phase_wfat
Ankmy2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,23,NULL,2,NULL
Ano3,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arhgap23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Arhgap27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL
Asxl3,NULL,NULL,1,2,4,NULL,NULL,23,NULL,0,NULL,NULL
Athl1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,6,NULL,NULL
B630005N14Rik,NULL,NULL,NULL,NULL,22,NULL,NULL,22,NULL,NULL,NULL,NULL
Bco2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
C130074G19Rik,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C77080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Calml4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Camk2n1,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,13,NULL,NULL,NULL
Cass4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
Ccdc135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Cd164l2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Cdadc1,NULL,NULL,NULL,21,NULL,NULL,22,NULL,NULL,18,NULL,NULL
Cdh19,15,NULL,NULL,17,NULL,15,16,NULL,NULL,NULL,NULL,NULL
Cdh20,NULL,NULL,NULL,23,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
Cecr6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL
C1ql3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Ccdc111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Ccdc21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Ccdc77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL
Ccdc85a,14,NULL,13,20,NULL,NULL,17,NULL,NULL,13,NULL,NULL
Cetn4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL
Fbrsl1,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fdxacb1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,0,NULL,NULL,NULL
Fhdc1,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gimap5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Glb1l2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
Glb1l3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,15
Gm16515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Dhrs11,NULL,NULL,NULL,NULL,NULL,14,8,19,22,NULL,NULL,NULL
Dusp15,NULL,NULL,NULL,0,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Echdc3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Eml5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,6,NULL,NULL,10
Fam108c,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,3,NULL,NULL,NULL
Fam116b,5,NULL,NULL,NULL,NULL,NULL,9,NULL,23,NULL,NULL,NULL
Fam120c,NULL,0,0,NULL,NULL,NULL,NULL,NULL,22,20,NULL,NULL
Fam149b,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,22,NULL,NULL,NULL
Fam161b,18,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL
Fam163a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Fam171b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL
Fam173b,NULL,NULL,NULL,21,NULL,NULL,21,20,NULL,NULL,NULL,NULL
Fam188b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
Fam20a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
Fam45a,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,23,20,NULL,23
Fam63b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
0610010F05Rik,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
1110038D17Rik,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,22,NULL,NULL,NULL
1600014C10Rik,8,NULL,NULL,NULL,NULL,NULL,NULL,9,8,NULL,NULL,NULL
1700084C01Rik,NULL,NULL,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
1810013D10Rik,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
1810041L15Rik,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2210009G21Rik,NULL,NULL,NULL,22,NULL,NULL,NULL,21,20,NULL,NULL,NULL
2310030G06Rik,NULL,19,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
2610019F03Rik,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
2610528J11Rik,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
4921524J17Rik,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL
4930523C07Rik,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,12,NULL,NULL
4933403F05Rik,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
5430427O19Rik,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
5730469M10Rik,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
5730508B09Rik,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9530077C05Rik,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AA986860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Acmsd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,20,NULL,NULL,NULL
Afap1l1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Agxt2l2,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
AI316807,NULL,7,9,NULL,NULL,11,6,6,5,NULL,NULL,9
Akr1c14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,16,NULL,NULL
Amdhd1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Amdhd2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,12,10,NULL,NULL
Aph1c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
Arhgap30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL
Arl10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL
Arsk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Asb11,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
Atp13a4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
AU021092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Avl9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
BC031181,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,22,18,NULL,NULL
Gpatch1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL
Gprin3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7,22,NULL,NULL
Higd2a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Ifi47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Coro6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,6,NULL,NULL
Cyb5d2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Cyp4f15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Cytl1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
D14Abb1e,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL
D17H6S53E,NULL,8,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
D3Ertd751e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
D6Wsu163e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,22,NULL,NULL,NULL
D9Ertd402e,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dalrd3,1,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dennd1c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL
N6amt2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Naprt1,6,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Nradd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Nudt18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL
Lrit1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Lrrc8b,NULL,6,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,NULL
Lyrm7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Magee2,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
Mapk1ip1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Marveld1,15,16,17,NULL,NULL,16,NULL,16,15,14,NULL,16
Mettl4,NULL,NULL,NULL,NULL,23,NULL,NULL,0,NULL,20,NULL,NULL
Mettl7a1,NULL,NULL,NULL,17,NULL,15,NULL,NULL,NULL,15,14,NULL
Mff,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Mfsd3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Mfsd4,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Mical3,NULL,7,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
Morn1,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,8,NULL,NULL
Mospd1,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mpeg1,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mrto4,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,16,10,NULL,NULL
Msl1,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mtfp1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
Murc,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,3,NULL
Shc4,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Shisa2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Sike1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc15a3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Slc25a30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL
Slc25a42,NULL,NULL,9,NULL,NULL,NULL,NULL,12,NULL,NULL,8,NULL
Slc25a45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,20,NULL,NULL,NULL
Slc25a47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Slc35d2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
Slc38a9,NULL,NULL,NULL,20,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
Slc41a2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc41a3,NULL,NULL,23,8,NULL,2,NULL,NULL,12,NULL,4,NULL
Smpdl3a,6,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Snhg11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Sntg2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,7
Snx31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL
Il34,NULL,NULL,18,NULL,14,NULL,NULL,NULL,NULL,15,NULL,NULL
Ip6k3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL
Iqgap3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
Islr,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kbtbd12,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kcnf1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL
Klhl24,5,NULL,NULL,NULL,NULL,6,NULL,3,5,NULL,NULL,NULL
Klhl30,NULL,NULL,22,NULL,NULL,23,NULL,NULL,NULL,NULL,0,NULL
Klraq1,NULL,NULL,NULL,21,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Lass6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,12,NULL,NULL,NULL
Lmln,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
Lmod2,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
Loh12cr1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Lpin3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Otud1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
P4ha3,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL
Pcyox1l,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Pddc1,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,23,NULL,NULL,NULL
Pear1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Pex11c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Susd3,10,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Syt15,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tatdn1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Tatdn2,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
Tatdn3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Tcp11l1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Tlcd1,NULL,NULL,NULL,10,10,NULL,NULL,10,NULL,17,NULL,NULL
Tmem192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Tmem209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Tmem218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Tmem45b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Tmem53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Trim56,NULL,8,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Ranbp6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Rasal3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL
Rasl11a,22,22,NULL,NULL,NULL,21,NULL,0,NULL,21,NULL,0
Rasl11b,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Rell1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,3,NULL,NULL,NULL
Rhbdl1,9,NULL,NULL,NULL,NULL,15,NULL,10,NULL,NULL,NULL,NULL
Ripply3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Rnf208,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL
Rnf214,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rnft2,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rtp4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Rttn,NULL,NULL,NULL,NULL,NULL,19,NULL,22,NULL,NULL,NULL,NULL
Sacs,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
Sdhaf1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,17,NULL,NULL,NULL
Sec61g,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sfrs18,20,NULL,NULL,NULL,22,NULL,NULL,22,NULL,NULL,NULL,NULL
Pi16,NULL,NULL,20,NULL,NULL,20,NULL,NULL,NULL,NULL,0,NULL
Pld4,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
Ppdpf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Ppil6,NULL,NULL,NULL,NULL,23,NULL,23,3,NULL,NULL,NULL,NULL
Ppp1r3d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,19
Ppwd1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Pqlc3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Prr14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Prrc1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Pstk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Ptcd1,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,14,NULL,NULL
Rab15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL
Rabl5,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zc3h12b,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zcchc5,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zcchc9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zcwpw1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Zfp101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Zfp40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfp583,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,18,NULL,NULL
Zfp770,NULL,NULL,23,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Zfp809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,13
Zfp871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Znf512b,NULL,6,5,5,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Zswim4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,8,NULL
Trim72,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trmt2b,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ttc26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Ttc39c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Ttc7b,6,4,NULL,NULL,NULL,NULL,NULL,7,16,NULL,NULL,NULL
Ttpal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Ttyh3,20,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Ubxn8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vwc2,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wbscr27,4,5,NULL,NULL,NULL,NULL,8,6,3,5,NULL,NULL
Wdr67,NULL,NULL,0,NULL,NULL,23,NULL,NULL,NULL,NULL,22,6
Wdr78,20,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Zbed3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Tspan11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL
Tspyl5,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Whamm,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
Xpnpep3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,16,NULL,NULL,NULL
Zar1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
Szt2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2,NULL,23
Taf15,NULL,7,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL
Tapbpl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
Tbc1d16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,11,NULL,NULL,NULL
Tbc1d8b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Tceal8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,6,NULL,NULL
Tecpr2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Tmed6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Tmem110,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem120a,9,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem120b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Tmem150a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,21,11,NULL,NULL
Tmem175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Tmem179b,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Tmem182,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Tmem26,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmem39b,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Tmem45a,NULL,NULL,NULL,NULL,1,NULL,23,NULL,NULL,NULL,NULL,NULL
Tmem63c,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmprss5,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trappc1,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL
Slc10a6,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slc16a12,NULL,NULL,20,12,12,NULL,15,NULL,14,12,NULL,NULL
Slc16a5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,17,NULL,NULL,NULL
Slc22a15,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc25a35,NULL,NULL,NULL,NULL,21,18,NULL,15,21,21,NULL,NULL
Slc37a2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Slc43a3,NULL,15,15,12,NULL,14,NULL,15,NULL,15,16,NULL
Snx32,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Stk32c,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nacad,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,9,NULL,NULL,NULL
Nek5,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Ngrn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,19,NULL,NULL
Nhsl1,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Nptn,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,13,13,NULL,NULL
Nr2c2ap,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Nrbp2,NULL,11,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nsun7,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,0,NULL,NULL
Nt5c3l,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lrrc52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL
Lrrc55,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lrriq1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
